text,dimensions,clean_text,num_words,num_caps_words,capital_ratio,num_exclamations,sentiment_score_test,sentiment_score
"PROLENSA
(bromfenac ophthalmic
solution) 0.07%","(300, 250)",PROLENSA (bromfenac ophthalmic solution) 0.07%,5.0,1.0,0.2,0.0,,0.5
"SPORTSBOOK
SOFTSWISS
WIN
THE MARKET.
LAUNCH
SPORTSBOOK.","(300, 250)",SPORTSBOOK SOFTSWISS WIN THE MARKET. LAUNCH SPORTSBOOK.,7.0,7.0,0.6,0.0,,0.5
"MIT
Technology
Review
EmTech
Digital
Join us
March 29-30, 2022
Register now","(300, 250)","MIT Technology Review EmTech Digital Join us March 29-30, 2022 Register now",12.0,1.0,0.08333333333333333,0.0,,0.5
"Uof SC
FULL-TIME MBA PROGRAMS","(728, 90)",Uof SC FULL-TIME MBA PROGRAMS,5.0,4.0,0.6,0.0,,0.5
"PREPLAN
S Sanders
Frederick L. Sanders, Supervisor
Funeral Home and
Cremation Service, Inc. 610-372-1624 | www.sandersfuneral.com","(320, 50)","PREPLAN S Sanders Frederick L. Sanders, Supervisor Funeral Home and Cremation Service, Inc. 610-372-1624 | www.sandersfuneral.com",16.0,2.0,0.125,0.0,,0.5
"Sandy Hook
PROMISE
Learn the signs at Sandy HookPromise.org","(300, 250)",Sandy Hook PROMISE Learn the signs at Sandy HookPromise.org,9.0,1.0,0.1111111111111111,0.0,,0.5
"YOUR BEST COMES
OUT OF THE BLUE.
EXPLORE BOISE STATE
B
BOISE STATE
UNIVERSITY","(728, 90)",YOUR BEST COMES OUT OF THE BLUE. EXPLORE BOISE STATE B BOISE STATE UNIVERSITY,14.0,13.0,0.6,0.0,,1.0
"ONEWHEEL
INTRODUCING
PINT X
Higher performance,
longer range, same
fun size.
Shop Now
NEW","(336, 280)","ONEWHEEL INTRODUCING PINT X Higher performance, longer range, same fun size. Shop Now NEW",14.0,4.0,0.2857142857142857,0.0,,1.0
"2023
THE PENINSULA NEWS
BEST
Peninsula
Reader's Choice Awards
VOTE
Vote Now Thru March 26th","(300, 250)",2023 THE PENINSULA NEWS BEST Peninsula Reader's Choice Awards VOTE Vote Now Thru March 26th,15.0,5.0,0.3333333333333333,0.0,,0.5
"Donate to a
Greater Good
cookies
for kids cancer
Let's get Baking
P","(320, 50)",Donate to a Greater Good cookies for kids cancer Let's get Baking P,13.0,0.0,0.0,0.0,,1.0
"CONTINUE >
1. Home Relocation
2. Packing & Moving
3. Domestics Relocation
Packers - Movers - Cargo","(300, 250)",CONTINUE > 1. Home Relocation 2. Packing & Moving 3. Domestics Relocation Packers - Movers - Cargo,17.0,1.0,0.058823529411764705,0.0,,0.5
"GRAND
WISATA
2-5
Rumah
2 Lantai
1 Menit dari Mall Livivng World
HARGA CICILAN KPR | FREE BIAYA KPR
1,3M-an 6Jt-an 3%
sinarmas land
Building for a beter future","(300, 600)","GRAND WISATA 2-5 Rumah 2 Lantai 1 Menit dari Mall Livivng World HARGA CICILAN KPR | FREE BIAYA KPR 1,3M-an 6Jt-an 3% sinarmas land Building for a beter future",29.0,8.0,0.27586206896551724,0.0,,0.5
"Blunder #10:
Mismanaging Retirement
Withdrawals
You've accumulated a large nest egg,
making the wrong withdrawals could
put your retirement at risk.
If you have a $500,000 portfolio, you
should read 13 Retirement
Investment Blunders to Avoid.
Learn More
FISHER INVESTMENTS","(300, 600)","Blunder #10: Mismanaging Retirement Withdrawals You've accumulated a large nest egg, making the wrong withdrawals could put your retirement at risk. If you have a $500,000 portfolio, you should read 13 Retirement Investment Blunders to Avoid. Learn More FISHER INVESTMENTS",40.0,2.0,0.05,0.0,,0.0
"CHECK OUT TODAY'S ACTION AT
SIDEARMSTATS.COM
SIDEARMSPORTS
Go Now","(970, 90)",CHECK OUT TODAY'S ACTION AT SIDEARMSTATS.COM SIDEARMSPORTS Go Now,9.0,7.0,0.6,0.0,,0.5
"MORRIS DISTRIBUTING
AUTHORIZED CLEAN BURN DISTRIBUTOR
50% VA.TAX CREDIT
ON A NEW CLEAN BURN
WASTE OIL FURNACE OR BOILER","(300, 250)",MORRIS DISTRIBUTING AUTHORIZED CLEAN BURN DISTRIBUTOR 50% VA.TAX CREDIT ON A NEW CLEAN BURN WASTE OIL FURNACE OR BOILER,19.0,17.0,0.6,0.0,,0.5
"Eaton
Technology
DEG300 Summit -
Data Centres
EATON DCD
சீமாறு இருள்வ","(300, 250)",Eaton Technology DEG300 Summit - Data Centres EATON DCD சீமாறு இருள்வ,11.0,3.0,0.2727272727272727,0.0,,0.5
"6 Mistakes Developers Make
When They Integrate Payments
Learn more
nmi","(728, 90)",6 Mistakes Developers Make When They Integrate Payments Learn more nmi,11.0,0.0,0.0,0.0,,0.0
"CHATTANOOGA
DENTAL CARE
SITION AND CENTRAL ENTRY
SAY GOODBYE TO
DENTAL ANXIETY WITH
YOUR SEDATION
DENTISTRY EXPERTS
SCHEDULE TODAY","(728, 90)",CHATTANOOGA DENTAL CARE SITION AND CENTRAL ENTRY SAY GOODBYE TO DENTAL ANXIETY WITH YOUR SEDATION DENTISTRY EXPERTS SCHEDULE TODAY,19.0,19.0,0.6,0.0,,0.5
"OMNI RESORTS
barton creek | austin
YOU PAUSED
NOW PLAY
▸ HOLIDAY IN THE HILLS","(300, 250)",OMNI RESORTS barton creek | austin YOU PAUSED NOW PLAY ▸ HOLIDAY IN THE HILLS,15.0,10.0,0.6,0.0,,0.5
"New & Used Computers Netwo
(607) 729
Save up toon City, NY
40% OFF
your current phone bill!
With our Hosted PBX & VoIP
Business Phone Systems
The
COMPUTER MAN
LEARN MORE","(300, 250)","New & Used Computers Netwo (607) 729 Save up toon City, NY 40% OFF your current phone bill! With our Hosted PBX & VoIP Business Phone Systems The COMPUTER MAN LEARN MORE",32.0,7.0,0.21875,1.0,,1.0
"FAST, EASY, & CONVENIENT
BATH, WINDOW, AND DOOR REMODELING
WEST SHORE
HOME
Evening & Weekend
Appointments Available","(728, 90)","FAST, EASY, & CONVENIENT BATH, WINDOW, AND DOOR REMODELING WEST SHORE HOME Evening & Weekend Appointments Available",17.0,11.0,0.6,0.0,,1.0
